Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
703,60,5,82,12438,1,0,0,0,22,2,0,3,8,5,2006,2006,3,15,15,1,466,0,2,2,0,1,3,5,0,5,0,1234,1234,1,0,0,0,1264,1312,0,2576,0,0,2,1,4,1,0,10,0,1,1,3,2006,0,3,666,2,2,0,324,100,0,0,0,0,7,2006,3,5,361919
704,190,7,76,7630,0,0,0,0,17,1,1,3,5,9,1900,1996,1,16,16,3,0,2,1,0,1,2,3,5,0,5,0,360,360,1,1,0,0,1032,780,0,1812,0,0,2,0,4,2,1,8,0,1,4,5,1999,2,2,672,2,2,2,344,0,40,0,0,0,5,2010,0,0,140000
705,20,5,70,8400,0,0,0,0,5,2,0,0,7,5,2004,2005,1,15,15,1,109,1,2,2,1,2,1,0,712,5,0,761,1473,1,0,0,0,1484,0,0,1484,1,0,2,0,3,1,1,7,0,0,5,1,2004,1,2,606,2,2,0,0,35,0,144,0,0,5,2010,0,0,213000
706,190,7,70,5600,0,0,0,0,9,2,1,3,4,5,1930,1950,3,15,16,3,0,3,3,3,5,5,4,6,0,6,0,0,0,1,3,1,0,372,720,0,1092,0,0,2,0,3,2,3,7,3,0,5,6,1978,3,0,0,5,5,2,0,0,0,0,0,3500,7,2010,0,0,55000
707,20,5,70,115149,2,3,2,2,4,2,0,0,7,5,1971,2002,1,10,10,4,351,2,2,1,1,2,0,0,1219,5,0,424,1643,1,2,0,0,1824,0,0,1824,1,0,2,0,2,1,1,5,0,2,2,1,1971,2,2,739,2,2,0,380,48,0,0,0,0,6,2007,0,0,302000
708,120,5,48,6240,0,0,0,0,15,2,3,0,8,5,2006,2006,3,8,8,1,176,1,2,2,1,2,3,0,863,5,0,461,1324,1,0,0,0,1324,0,0,1324,1,0,2,0,2,1,1,6,0,1,1,1,2006,0,2,550,2,2,0,192,38,0,0,0,0,12,2009,0,0,254000
709,60,5,65,9018,1,0,0,0,8,2,0,3,7,5,2007,2007,3,15,15,3,0,1,2,2,1,2,1,5,0,5,0,728,728,1,0,0,0,728,728,0,1456,0,0,2,1,3,1,1,8,0,1,1,1,2007,0,2,400,2,2,0,100,24,0,0,0,0,7,2007,3,5,179540
710,20,5,70,7162,1,0,0,0,19,2,0,0,5,7,1966,1966,1,6,6,0,41,2,2,2,2,2,3,5,0,5,0,876,876,1,2,0,0,904,0,0,904,0,0,1,0,3,1,2,6,0,0,5,1,1966,2,1,408,2,2,0,0,0,0,0,0,0,12,2008,0,1,109900
711,30,5,56,4130,1,0,0,0,3,2,0,0,3,6,1935,2003,1,15,15,3,0,1,2,1,2,2,3,5,0,5,0,270,270,1,1,0,0,729,0,0,729,0,0,1,0,2,1,2,5,5,0,5,6,1978,3,0,0,5,5,2,0,0,0,0,0,0,7,2008,0,0,52000
712,50,1,66,8712,0,2,0,1,9,2,0,1,4,7,1900,1950,1,8,8,3,0,2,2,4,2,2,2,5,0,5,0,859,859,1,1,0,0,859,319,0,1178,0,0,1,0,2,1,2,7,0,0,5,5,1964,1,1,384,2,2,2,68,0,98,0,0,0,1,2010,0,1,102776
713,120,5,40,4671,1,2,0,0,22,2,3,0,8,5,1988,1989,1,6,6,3,0,1,2,2,1,2,2,0,767,5,0,461,1228,1,1,0,0,1228,0,0,1228,1,0,2,0,2,1,1,5,0,1,1,1,1988,0,2,472,2,2,0,168,120,0,0,0,0,10,2008,0,0,189000
714,190,5,60,9873,0,0,0,0,3,4,1,0,4,5,1970,1970,1,6,6,1,160,2,2,1,2,2,1,1,789,5,0,171,960,2,2,1,0,960,0,0,960,1,0,1,0,3,1,2,6,0,0,5,5,1970,2,2,576,2,2,0,0,288,0,0,0,0,5,2006,0,0,129000
715,60,5,70,13517,1,0,2,0,19,8,0,3,6,8,1976,2005,1,6,10,1,289,1,2,1,2,2,3,0,533,5,0,192,725,1,0,0,0,725,754,0,1479,0,0,2,1,3,1,1,6,0,0,5,1,1976,1,2,475,2,2,0,0,44,0,0,0,0,3,2010,0,0,130500
716,20,5,78,10140,0,0,0,0,16,2,0,0,6,5,1974,1974,3,6,6,1,174,2,2,1,1,2,3,5,0,5,0,1064,1064,1,2,0,0,1350,0,0,1350,0,0,2,0,3,1,2,7,0,1,2,1,1974,1,2,478,2,2,0,0,0,0,0,0,0,8,2009,0,0,165000
717,70,7,60,10800,0,1,0,0,17,2,0,3,7,8,1890,1998,1,16,15,3,0,2,1,0,2,2,3,5,0,5,0,718,718,1,0,0,0,1576,978,0,2554,0,0,1,1,3,1,2,8,0,0,5,5,1996,2,2,704,2,2,1,0,48,143,0,0,0,7,2007,0,0,159500
718,20,5,80,10000,0,0,0,0,16,2,0,0,5,6,1973,2000,1,6,6,3,0,2,2,1,1,2,3,2,1084,5,0,92,1176,1,1,0,0,1178,0,0,1178,0,1,1,1,3,1,1,5,0,1,3,1,1973,2,2,439,2,2,0,224,0,0,0,0,0,11,2008,0,0,157000
719,60,5,96,10542,0,0,0,0,13,2,0,3,7,5,1993,1994,3,16,7,1,651,1,2,2,1,2,0,0,1173,5,0,138,1311,1,0,0,0,1325,1093,0,2418,1,0,2,1,3,1,1,9,0,1,2,1,1993,1,3,983,2,2,0,250,154,216,0,0,0,8,2008,0,0,341000
720,20,5,69,9920,1,0,0,0,5,2,0,0,5,6,1969,1969,1,6,10,3,0,2,2,1,1,2,0,1,523,5,0,448,971,1,2,0,0,971,0,0,971,0,0,1,1,3,1,2,5,0,1,4,1,1969,2,1,300,2,2,0,0,0,0,0,0,0,5,2006,0,0,128500
721,120,5,70,6563,1,3,2,1,22,2,0,0,8,5,1985,1985,1,6,6,3,0,1,2,2,1,2,0,0,1148,5,0,594,1742,1,2,0,0,1742,0,0,1742,1,0,2,0,2,1,1,5,0,1,2,1,1985,1,2,564,2,2,0,114,28,234,0,0,0,12,2006,0,0,275000
722,120,7,70,4426,0,0,0,0,5,2,3,0,6,5,2004,2004,1,15,15,1,169,1,2,2,1,2,1,0,662,5,0,186,848,1,0,0,0,848,0,0,848,1,0,1,0,1,1,1,3,0,0,5,1,2004,1,2,420,2,2,0,160,0,0,0,0,0,5,2010,0,0,143000
723,20,5,70,8120,0,0,0,0,12,2,0,0,4,7,1970,1970,1,8,8,3,0,2,1,1,2,2,3,1,191,5,0,673,864,1,0,0,0,864,0,0,864,0,0,1,0,3,1,2,5,0,0,5,5,1994,2,2,463,2,2,0,0,0,0,0,0,0,7,2009,0,0,124500
724,50,5,60,8172,0,0,0,0,7,2,0,1,4,6,1954,1972,1,8,8,3,0,2,2,2,2,2,3,5,0,5,0,941,941,1,0,0,0,997,473,0,1470,0,0,2,0,4,1,2,7,0,0,5,5,1958,2,1,548,2,2,0,0,0,0,0,156,0,5,2008,0,0,135000
725,20,5,86,13286,1,0,0,0,7,2,0,0,9,5,2007,2008,3,5,5,4,340,0,2,2,0,2,3,0,1234,5,0,464,1698,1,0,0,0,1698,0,0,1698,1,0,2,0,3,1,0,8,0,1,1,1,2007,0,3,768,2,2,0,327,64,0,0,0,0,2,2009,0,0,320000
726,20,5,60,6960,0,0,0,0,12,2,0,0,4,6,1970,1970,1,6,10,3,0,2,2,1,2,2,3,1,375,2,239,250,864,1,2,0,0,864,0,0,864,0,0,1,0,3,1,1,5,0,0,5,5,1989,2,2,660,2,2,0,96,0,0,0,0,500,11,2009,0,0,120500
727,20,5,70,21695,1,0,1,0,6,2,0,0,6,9,1988,2007,3,16,10,1,260,1,1,1,1,2,3,0,808,5,0,72,880,1,0,0,0,1680,0,0,1680,1,0,2,0,3,1,1,5,0,1,1,1,1988,0,2,540,2,2,0,292,44,0,182,0,0,12,2009,0,0,222000
728,20,5,64,7314,0,0,0,0,5,2,0,0,7,5,2007,2007,1,15,15,4,82,1,2,2,1,2,1,0,724,5,0,508,1232,1,0,0,0,1232,0,0,1232,1,0,2,0,2,1,1,6,0,0,5,1,2007,1,2,632,2,2,0,132,0,0,0,0,0,2,2009,0,0,194500
729,90,5,85,11475,0,0,1,0,12,2,2,0,5,5,1958,1958,1,15,15,1,95,2,2,1,2,2,3,5,0,5,0,1584,1584,1,2,0,0,1776,0,0,1776,1,0,2,0,4,2,2,9,0,0,5,5,1968,2,3,888,2,2,0,0,25,0,0,0,0,7,2009,4,1,110000
730,30,7,52,6240,0,0,0,0,9,2,0,1,4,5,1925,1950,1,8,8,3,0,2,2,1,2,2,3,2,152,5,0,628,780,1,2,0,1,848,0,360,1208,0,0,1,0,2,1,2,5,0,0,5,5,1962,2,2,539,2,2,0,0,23,112,0,0,0,1,2009,0,0,103000
731,120,5,39,5389,1,0,0,0,22,2,3,0,8,5,1995,1996,1,5,5,3,0,1,2,2,1,2,3,0,1180,5,0,415,1595,1,0,0,0,1616,0,0,1616,1,0,2,0,2,1,1,5,0,1,2,1,1995,1,2,608,2,2,0,237,152,0,0,0,0,3,2010,0,0,236500
732,80,5,73,9590,1,0,1,0,23,2,0,7,7,5,2003,2003,1,15,15,1,442,1,2,2,0,2,1,0,786,5,0,82,868,1,0,0,0,1146,0,0,1146,1,0,2,0,3,1,1,6,0,1,1,1,2003,0,2,438,2,2,0,160,22,0,0,0,0,5,2007,0,0,187500
733,60,5,75,11404,1,0,0,0,5,2,0,3,7,5,1998,1999,1,15,15,1,202,1,2,2,1,2,1,1,252,5,0,901,1153,1,0,0,0,1153,878,0,2031,0,0,2,1,3,1,1,8,0,1,2,1,1998,0,2,541,2,2,0,192,84,0,0,0,0,7,2008,0,0,222500
734,20,5,80,10000,0,0,1,0,19,1,0,0,5,6,1961,1983,3,6,6,3,0,2,2,1,2,2,3,2,594,5,0,270,864,1,0,0,0,1144,0,0,1144,1,0,1,0,3,1,2,6,0,1,2,1,1961,1,1,264,2,2,0,165,0,0,0,0,400,3,2009,0,0,131400
735,20,5,70,8978,1,0,1,0,19,2,0,0,5,5,1968,1968,1,10,10,3,0,2,2,2,2,2,3,5,0,5,0,948,948,1,2,0,0,948,0,0,948,0,0,1,0,3,1,2,6,0,0,5,1,1968,2,1,300,2,2,0,147,0,0,0,0,0,5,2007,0,4,108000
736,75,7,60,10800,0,0,0,0,17,2,0,5,7,7,1914,1970,1,16,16,3,0,2,2,0,1,2,2,3,390,5,0,490,880,2,3,1,0,880,888,0,1768,0,0,1,1,2,1,2,6,0,2,2,5,1914,2,2,320,2,2,2,0,341,0,0,0,0,10,2006,0,0,163000
737,90,5,60,8544,0,0,0,0,12,2,2,0,3,4,1950,1950,1,14,13,3,0,2,2,1,5,5,4,6,0,6,0,0,0,1,1,1,2,1040,0,0,1040,0,0,2,0,2,2,2,6,0,0,5,5,1949,2,2,400,2,2,0,0,0,0,0,0,0,7,2006,0,0,93500
738,60,5,72,10463,1,2,2,0,8,2,0,3,8,5,2005,2005,1,15,15,3,0,1,2,2,1,2,3,5,0,5,0,893,893,1,0,0,0,901,900,0,1801,0,0,2,1,3,1,1,8,0,1,1,1,2005,0,3,800,2,2,0,0,116,0,0,0,0,6,2006,0,0,239900
739,90,5,60,10800,0,0,0,0,7,2,2,0,5,5,1987,1988,1,10,10,3,0,2,2,1,1,1,0,0,1200,5,0,0,1200,1,2,0,0,1200,0,0,1200,3,0,3,0,3,1,2,5,0,0,5,6,1978,3,0,0,5,5,0,120,0,0,0,0,0,3,2009,0,3,179000
740,60,5,65,9313,1,0,0,0,5,2,0,3,7,5,2004,2004,1,15,15,3,0,1,2,2,1,2,3,5,0,5,0,864,864,1,0,0,0,864,864,0,1728,0,0,2,1,3,1,1,7,0,0,5,1,2004,1,2,572,2,2,0,187,56,0,0,0,0,4,2009,0,0,190000
741,70,7,60,9600,0,0,0,0,17,2,0,3,5,7,1910,2002,1,16,16,3,0,2,1,0,3,3,3,5,0,5,0,264,264,1,0,0,0,768,664,0,1432,0,0,2,0,2,1,2,7,0,0,5,5,1910,2,2,360,2,1,0,270,0,112,0,0,0,5,2007,0,1,132000
742,20,5,65,6768,1,0,0,0,19,1,0,0,6,8,1961,1996,3,6,6,3,0,2,1,1,2,2,2,0,832,5,0,80,912,1,1,0,0,912,0,0,912,1,1,1,0,3,1,1,5,0,0,5,5,1962,2,1,288,2,2,0,168,0,0,0,0,0,5,2008,0,0,142000
743,20,5,65,8450,0,0,0,0,20,2,0,0,7,5,2000,2001,1,15,15,1,108,2,2,2,1,2,3,5,0,5,0,1349,1349,1,0,0,0,1349,0,0,1349,0,0,2,0,3,1,2,6,0,0,5,1,2000,2,2,539,2,2,0,120,55,0,0,0,0,12,2007,0,0,179000
744,80,5,70,12886,1,0,0,0,19,2,0,7,5,6,1963,1999,1,6,6,3,0,2,2,1,1,2,1,1,444,5,0,76,520,1,0,0,0,1464,0,0,1464,0,1,2,0,3,1,2,6,2,1,2,1,1997,1,2,480,2,2,0,302,0,0,0,100,0,10,2009,0,0,175000
745,120,5,41,5395,1,2,0,0,22,2,3,0,8,5,1993,1993,1,6,6,3,0,1,2,2,1,2,3,0,733,5,0,604,1337,1,1,0,0,1337,0,0,1337,1,0,2,0,2,1,1,5,0,1,2,1,1993,1,2,462,2,2,0,96,0,70,168,0,0,10,2008,0,0,180000
746,60,5,70,8963,1,0,0,0,16,2,0,3,8,9,1976,1996,3,15,15,1,289,0,1,1,2,1,3,0,575,1,80,487,1142,1,0,0,0,1175,1540,0,2715,0,1,3,1,4,1,1,11,0,2,2,3,1994,0,2,831,2,2,0,0,204,0,0,0,0,7,2008,0,0,299800
747,60,5,70,8795,1,0,0,0,8,2,0,3,7,5,2000,2000,1,15,15,3,0,1,2,2,1,2,3,0,300,5,0,652,952,1,0,0,0,980,1276,0,2256,0,0,2,1,4,1,1,8,0,1,2,3,2000,0,2,554,2,2,0,224,54,0,0,0,0,4,2009,0,0,236000
748,70,7,65,11700,1,0,1,0,17,2,0,3,7,7,1880,2003,4,14,14,3,0,1,2,4,2,3,3,5,0,5,0,1240,1240,2,2,1,0,1320,1320,0,2640,0,0,1,1,4,1,1,8,0,1,1,5,1950,2,4,864,2,2,2,181,0,386,0,0,0,5,2009,0,0,265979
749,20,5,59,10593,1,0,0,0,13,2,0,0,7,5,1996,1996,3,15,15,1,338,1,2,2,1,2,3,0,919,5,0,801,1720,1,0,0,0,1720,0,0,1720,1,0,2,0,3,1,1,7,0,1,2,1,1996,0,2,527,2,2,0,240,56,154,0,0,0,3,2010,0,0,260400
750,50,5,50,8405,0,0,0,0,7,2,0,1,4,3,1945,1950,1,17,16,3,0,2,2,3,5,5,4,6,0,6,0,0,0,5,2,1,2,1088,441,0,1529,0,0,2,0,4,1,2,9,3,0,5,5,1945,2,1,240,2,2,2,92,0,185,0,0,0,4,2009,0,0,98000
751,50,7,55,8800,0,0,1,0,17,2,0,1,4,7,1910,2004,1,16,16,3,0,2,2,0,2,3,3,5,0,5,0,576,576,1,1,0,0,792,348,0,1140,0,0,1,0,3,1,2,7,2,0,5,6,1978,3,0,0,5,5,2,0,160,0,0,0,0,6,2010,0,0,96500
752,60,5,70,7750,0,0,0,0,8,4,0,3,7,5,2003,2003,1,15,15,3,0,1,2,2,1,2,3,5,0,5,0,660,660,1,0,0,0,660,660,0,1320,0,0,2,1,3,1,1,6,0,0,5,1,2003,0,2,400,2,2,0,0,48,0,0,0,0,8,2007,0,0,162000
753,20,5,79,9236,1,0,0,0,5,2,0,0,6,5,1997,1997,1,15,15,3,0,2,1,2,1,2,0,0,1200,5,0,279,1479,1,0,0,0,1494,0,0,1494,1,0,2,0,3,1,1,6,0,0,5,1,1997,1,2,576,2,2,0,168,27,0,0,0,0,7,2006,0,0,217000
754,60,5,80,10240,0,0,0,0,15,2,0,3,8,5,2005,2005,1,15,15,1,178,1,2,2,1,2,2,5,0,5,0,1030,1030,1,1,0,0,1038,1060,0,2098,0,0,2,1,3,1,0,8,0,1,1,1,2005,1,3,878,2,2,0,192,52,0,0,0,0,3,2006,0,0,275500
755,20,5,61,7930,0,0,0,0,12,2,0,0,6,8,1969,2005,1,10,10,3,0,2,2,1,2,2,3,0,439,4,472,115,1026,1,1,0,0,1026,0,0,1026,1,0,1,0,3,1,1,5,0,0,5,5,1969,1,2,440,2,2,0,171,48,0,0,0,0,7,2009,0,0,156000
756,160,2,34,3230,0,0,0,0,21,2,3,3,6,5,1999,1999,1,8,8,1,894,2,2,2,1,2,3,0,381,5,0,348,729,1,1,0,0,742,729,0,1471,0,0,2,1,3,1,2,6,0,0,5,5,1999,2,2,440,2,2,0,0,24,0,0,0,0,3,2009,0,0,172500
757,60,5,68,10769,1,0,0,0,5,2,0,3,8,5,2007,2007,1,15,15,3,0,1,2,2,1,2,1,0,20,5,0,846,866,1,0,0,0,866,902,0,1768,0,0,2,1,3,1,1,7,0,0,5,1,2007,1,2,578,2,2,0,144,105,0,0,0,0,4,2009,0,0,212000
758,60,5,70,11616,1,0,2,0,19,2,0,3,6,5,1978,1978,3,6,6,0,328,2,2,1,2,2,2,3,438,5,0,234,672,1,2,0,0,672,714,0,1386,0,0,2,1,3,1,2,6,0,1,2,1,1978,0,2,440,2,2,0,335,0,0,0,0,0,4,2010,0,1,158900
759,160,2,24,2280,0,0,0,0,21,2,4,3,7,5,1999,1999,1,8,8,1,360,2,2,2,1,2,3,1,549,5,0,195,744,1,1,0,0,757,744,0,1501,0,0,2,1,3,1,2,6,0,0,5,5,1999,2,2,440,2,2,0,0,0,0,0,0,0,8,2008,0,0,179400
760,60,5,65,12257,1,0,0,0,13,2,0,3,8,5,1995,1995,1,15,15,1,513,1,2,2,1,2,1,4,56,1,64,1198,1318,1,0,0,0,1328,1203,0,2531,0,0,2,1,4,1,1,9,0,1,2,1,1995,1,3,752,2,2,0,222,98,0,0,0,0,11,2007,0,0,290000
761,20,5,70,9100,0,0,0,0,12,2,0,0,6,6,1959,1959,3,16,16,3,0,2,2,1,2,2,3,3,612,5,0,252,864,1,0,0,0,864,0,0,864,0,0,1,0,2,1,2,5,0,0,5,5,2008,2,1,300,0,0,0,0,0,0,0,0,450,10,2009,0,0,127500
762,30,7,60,6911,0,0,3,0,3,1,0,0,5,5,1924,1950,1,16,16,3,0,2,2,2,2,2,2,4,405,5,0,740,1145,1,2,0,0,1301,0,0,1301,0,0,1,0,2,1,3,5,1,0,5,5,1965,2,2,440,2,2,0,0,0,0,0,0,0,10,2009,0,0,100000
763,60,2,72,8640,0,0,0,0,21,2,0,3,7,5,2009,2009,1,15,15,3,0,2,2,2,1,2,2,0,24,5,0,732,756,1,0,0,0,764,783,0,1547,0,0,2,1,3,1,1,7,0,0,5,1,2009,2,2,614,2,2,0,169,45,0,0,0,0,6,2010,5,0,215200
764,60,5,82,9430,0,0,0,0,13,2,0,3,8,5,1999,1999,1,15,15,1,673,1,2,2,1,2,2,0,1163,5,0,89,1252,1,0,0,0,1268,1097,0,2365,1,0,2,1,3,1,1,8,0,1,1,1,1999,1,3,856,2,2,0,0,128,0,0,180,0,7,2009,0,0,337000
765,120,5,30,9549,1,0,2,0,24,2,3,0,8,5,1995,1996,3,3,3,3,0,1,1,2,1,1,1,4,437,0,1057,0,1494,1,0,0,0,1494,0,0,1494,1,0,1,1,2,1,0,6,0,1,1,1,1995,0,2,481,2,2,0,0,30,0,0,216,0,4,2006,0,0,270000
766,20,5,75,14587,1,0,0,0,21,2,0,0,9,5,2008,2008,1,15,15,4,284,1,2,2,1,2,3,5,0,5,0,1498,1498,1,0,0,0,1506,0,0,1506,0,0,2,0,2,1,0,6,0,1,1,1,2008,0,2,592,2,2,0,0,174,0,0,0,0,8,2008,3,5,264132
767,60,5,80,10421,0,0,0,0,16,2,0,3,7,5,1988,1988,1,6,6,1,42,2,2,1,1,2,3,0,394,5,0,586,980,1,2,0,0,980,734,0,1714,0,0,2,1,3,1,2,7,0,1,2,1,1988,2,2,496,2,2,0,228,66,156,0,0,500,3,2010,0,0,196500
768,50,5,75,12508,1,0,0,0,11,2,0,1,6,7,1940,1985,1,15,15,3,0,2,2,1,1,2,2,1,660,5,0,323,983,1,0,0,0,983,767,0,1750,1,0,2,0,4,1,2,7,3,0,5,1,1989,2,1,423,2,2,0,245,0,156,0,0,1300,7,2008,0,0,160000
769,20,5,70,9100,0,0,0,0,5,2,0,0,7,5,2004,2005,3,15,15,3,0,1,2,2,1,2,3,0,24,5,0,1836,1860,1,0,0,0,1836,0,0,1836,0,0,2,0,3,1,1,8,0,1,1,1,2004,0,2,484,2,2,0,120,33,0,0,0,0,10,2006,0,0,216837
770,60,5,47,53504,2,2,2,1,22,2,0,3,8,5,2003,2003,3,5,16,1,603,0,2,2,1,2,0,1,1416,5,0,234,1650,1,0,0,0,1690,1589,0,3279,1,0,3,1,4,1,0,12,3,1,1,3,2003,0,3,841,2,2,0,503,36,0,0,210,0,6,2010,0,0,538000
771,85,5,70,7252,1,0,2,0,19,2,0,6,5,5,1982,1982,3,16,16,3,0,2,2,1,1,2,1,0,685,5,0,173,858,1,2,0,0,858,0,0,858,1,0,1,0,2,1,2,5,0,0,5,5,1983,2,2,576,2,2,0,120,0,0,0,0,0,4,2009,0,0,134900
772,20,5,67,8877,0,0,0,0,7,2,0,0,4,5,1951,1951,1,16,16,3,0,2,2,1,3,3,3,4,836,5,0,0,836,1,2,0,2,1220,0,0,1220,0,0,1,0,2,1,2,6,0,0,5,5,1951,2,2,396,2,2,0,0,0,0,0,0,0,4,2006,4,0,102000
773,80,5,94,7819,0,0,0,0,7,2,0,7,6,5,1976,1976,1,10,10,3,0,2,2,1,2,2,1,1,422,2,127,480,1029,1,2,0,0,1117,0,0,1117,1,0,1,0,3,1,2,6,0,1,2,5,1976,2,2,672,2,2,0,144,0,0,0,0,0,3,2010,0,1,107000
774,20,5,70,10150,0,0,0,0,12,1,0,0,5,5,1958,1958,1,16,16,3,1,2,2,1,2,2,3,3,456,5,0,456,912,1,0,0,1,912,0,0,912,0,0,1,0,2,1,2,5,0,0,5,1,1958,1,1,275,2,2,0,0,0,0,0,0,0,7,2007,4,0,114500
775,20,5,110,14226,0,0,1,0,15,2,0,0,8,5,2006,2006,3,15,15,1,375,1,2,2,1,2,1,5,0,5,0,1935,1935,1,1,0,0,1973,0,0,1973,0,0,2,0,3,1,1,9,0,1,1,1,2006,0,3,895,2,2,0,315,45,0,0,0,0,7,2007,3,5,395000
776,120,7,32,4500,0,0,3,0,11,2,3,0,6,5,1998,1998,3,15,15,1,320,2,2,2,0,2,3,0,866,5,0,338,1204,1,0,0,0,1204,0,0,1204,1,0,2,0,2,1,2,5,0,0,5,1,1998,0,2,412,2,2,0,0,247,0,0,0,0,6,2009,0,0,162000
777,20,5,86,11210,1,0,0,0,5,2,0,0,7,5,2005,2006,1,15,15,1,240,1,2,2,1,2,1,0,20,5,0,1594,1614,1,0,0,0,1614,0,0,1614,0,0,2,0,3,1,1,7,0,0,5,1,2005,1,3,865,2,2,0,144,59,0,0,0,0,7,2006,3,5,221500
778,20,5,100,13350,1,0,0,0,19,2,0,0,5,5,1974,1974,3,6,10,3,0,2,2,1,2,2,3,1,762,5,0,102,864,1,2,0,0,894,0,0,894,1,0,1,0,3,1,2,5,0,1,3,1,1974,2,2,440,2,2,0,241,0,0,0,0,0,6,2006,0,0,142500
779,90,4,60,8400,0,0,0,0,20,1,2,0,5,5,1977,1977,1,10,10,1,320,2,2,3,5,5,4,6,0,6,0,0,0,1,2,0,0,2020,0,0,2020,0,0,2,0,4,2,2,10,0,2,2,5,1977,2,2,630,2,2,0,0,0,0,0,0,0,10,2007,0,0,144000
780,90,5,78,10530,0,0,0,0,11,2,2,6,6,5,1977,1977,1,10,7,1,90,2,2,1,1,2,0,0,975,5,0,0,975,1,2,0,0,1004,0,0,1004,1,0,1,0,2,1,2,4,0,0,5,1,1977,2,2,504,2,2,0,0,0,0,0,0,0,5,2006,0,0,135000
781,20,5,63,7875,0,0,0,0,8,2,0,0,7,5,1995,1996,1,6,6,1,38,2,2,2,1,1,3,5,0,5,0,1237,1237,1,1,0,0,1253,0,0,1253,0,0,2,0,3,1,2,6,0,1,2,1,1995,0,2,402,2,2,0,220,21,0,0,0,0,6,2007,0,0,176000
782,60,5,65,7153,0,0,0,0,20,2,0,3,6,5,1992,1992,1,15,15,3,0,1,1,2,1,2,3,1,387,5,0,374,761,1,0,0,0,810,793,0,1603,0,0,2,1,3,1,1,7,0,0,5,1,1992,1,2,484,2,2,0,0,124,0,0,0,0,7,2006,0,0,175900
783,20,5,67,16285,2,0,0,0,5,2,0,0,7,5,2001,2002,1,15,15,3,0,1,2,2,1,2,3,5,0,5,0,1413,1413,1,0,0,0,1430,0,0,1430,0,0,2,0,3,1,1,6,0,0,5,1,2001,1,2,605,2,2,0,0,33,0,0,0,0,6,2009,0,0,187100
784,85,5,70,9101,1,0,1,0,11,2,0,6,5,6,1978,1978,1,10,10,1,104,2,1,2,1,2,1,0,1097,5,0,0,1097,1,0,0,0,1110,0,0,1110,1,0,1,0,1,1,1,4,0,1,2,1,1978,0,2,602,2,2,0,303,30,0,0,0,0,7,2009,0,0,165500
785,75,7,35,6300,0,0,0,0,17,2,0,5,6,6,1914,2001,1,16,16,3,0,2,2,1,2,2,3,5,0,5,0,742,742,1,0,0,0,742,742,0,1484,0,0,2,0,3,1,2,9,0,1,1,6,1978,3,0,0,5,5,0,0,291,134,0,0,0,6,2008,0,0,128000
786,20,5,70,9790,0,0,0,0,16,1,0,0,6,5,1967,1967,1,3,16,3,0,2,2,1,2,2,3,3,251,4,630,491,1372,1,2,0,0,1342,0,0,1342,0,0,2,0,3,1,2,7,0,1,1,1,1967,2,2,457,2,2,0,0,0,0,0,197,0,9,2009,0,0,161500
787,50,7,60,10800,0,0,0,0,17,0,0,1,5,6,1915,1950,1,8,8,3,0,2,1,2,3,2,3,4,686,5,0,0,686,1,2,0,0,966,686,0,1652,1,0,2,0,4,1,2,7,0,0,5,5,1961,2,1,416,2,2,0,0,0,196,0,0,1200,6,2010,0,0,139000
788,60,5,76,10142,1,0,0,0,20,2,0,3,7,5,2004,2004,1,15,15,3,0,1,2,2,1,2,3,0,656,5,0,300,956,1,0,0,0,956,1128,0,2084,1,0,2,1,4,1,1,8,0,0,5,3,2004,1,2,618,2,2,0,0,45,0,0,0,0,1,2010,0,0,233000
789,20,7,50,6000,0,0,1,0,17,2,0,0,4,7,1954,2000,1,8,8,3,0,2,2,1,2,2,3,5,0,5,0,901,901,1,0,0,0,901,0,0,901,0,0,1,0,2,1,2,4,0,0,5,5,1954,2,1,281,3,2,0,0,0,0,0,0,0,8,2008,0,0,107900
790,60,5,70,12205,1,3,0,0,4,2,0,3,6,8,1966,2007,1,6,6,1,157,2,2,1,2,3,0,4,568,5,0,264,832,1,1,0,0,976,1111,0,2087,0,0,2,1,5,1,1,9,0,0,5,1,1966,0,2,444,2,2,0,133,168,0,0,0,0,7,2007,0,0,187500
